"Country","Number_Ordered","Weapon","Weapon_Type","Date_Ordered","Date_Delivered","Number_Delivered","Comments"
"Thailand","2.0","Saab-340","Transport aircraft","2016.0","2017","2","Second-hand; probably for modification to SIGINT aircraft"
"Thailand","8.0","F404","Turbofan","2017.0","","","For 8 T-50 trainer/combat aircraft from South Korea"
"Thailand","4.0","S-70/UH-60L","Helicopter","2017.0","","","THB3 b deal; selected but probably not yet ordered by end-2017"
"Togo","2.0","King Air","Light transport ac","1993.0","1994-1995","2",""
"Tonga","1.0","Beech-18/C-45","Light transport ac","1996.0","1996","1","$0.34 m deal; Second-hand but modernized before delivery; incl for MP"
"Trinidad and Tobago","2.0","Metro-3/C-26","Transport aircraft","1998.0","2000","2","Second-hand; aid; C-26B version"
"Trinidad and Tobago","2.0","PA-31 Navajo","Light transport ac","2000.0","2000-2001","2","Second-hand but modernized before delivery; aid"
"Trinidad and Tobago","1.0","APG-66","Combat ac radar","2002.0","2002","1","For modification of 1 Metro-3 (C-26) transport aircraft to MP aircraft"
"Trinidad and Tobago","2.0","Gasper Grande","Patrol craft","2007.0","2007","2","Second-hand; former oil rig crew transport craft modified to patrol craft before delivery; for coast guard"
"Trinidad and Tobago","4.0","AW139","Helicopter","2009.0","2011-2012","4","$348 m deal (incl training and 5 year support)"
"Tunisia","1.0","Conrad","Survey ship","1992.0","1992","1","Second-hand; aid; Tunesian designation Salammbo; mainly for use as training ship"
"Tunisia","6.0","S-61R","Transport helicopter","1993.0","1997","6","Second-hand; aid; no. could be up to 16"
"Tunisia","4.0","Bell-205/UH-1H","Helicopter","1995.0","1996","4","Second-hand"
"Tunisia","5.0","C-130B Hercules","Transport aircraft","1995.0","1995-1997","5","Second-hand"
"Tunisia","2.0","C-130B Hercules","Transport aircraft","1996.0","1998","2","Second-hand; aid"
"Tunisia","20.0","M-48 Chaparral","Mobile SAM system","1998.0","2002","20","Second-hand; aid"
"Tunisia","600.0","MIM-72C Chaparral","SAM","1998.0","2002","600","Second-hand; aid; incl 300 MIM-72E version"
"Tunisia","1.0","C-130E Hercules","Transport aircraft","1999.0","1999","1","Second-hand; aid"
"Tunisia","1.0","C-130B Hercules","Transport aircraft","2001.0","2002","1","Second-hand"
"Tunisia","6.0","M-113","APC","2003.0","2003","6","Second-hand; M-577A2 CP version"
"Tunisia","180.0","BGM-71 TOW","Anti-tank missile","2005.0","2006","180",""
"Tunisia","10.0","Bell-205/UH-1H","Helicopter","2006.0","2008-2011","10","Second-hand; aid; modernized before delivery"
"Tunisia","2.0","C-130J-30 Hercules","Transport aircraft","2010.0","2013-2014","2",""
"Tunisia","20.0","ISC","Diesel engine","2014.0","2014","20","For Navigator (Kirpi) APC from Turkey"
"Tunisia","150.0","AGM-114K HELLFIRE","Anti-tank missile","2015.0","2017","150","For OH-58D combat helicopters"
"Tunisia","80.0","HMMWV Up-Armoured","APV","2015.0","2015-2016","80","M-1165A1 version"
"Tunisia","12.0","S-70/UH-60L","Helicopter","2015.0","2017","8","UH-60M version"
"Tunisia","24.0","Bell-206/OH-58D(I)","Combat helicopter","2016.0","2016-2017","24","Second-hand; aid; OH-58D version"
"Tunisia","70.0","ISC","Diesel engine","2016.0","2017","70","For 70 Ejder Yalcin APC from Turkey; designation uncertain (reported as 'Cummins 375hp diesel')"
"Tunisia","12.0","MX-7","Light aircraft","2016.0","2016","12","Aid (for protection of border with Libya)"
"Tunisia","4.0","S-70/UH-60L","Helicopter","2016.0","","","$38 m deal; delivery 2019/2020"
"Tunisia","10.0","VT-400","Diesel engine","2016.0","2016","10","For 10 Typhoon APC from Canada"
"Turkey","160.0","F-16C","FGA aircraft","1984.0","1987-1995","160","$4.2 b 'Peace Onyx-1' deal; incl 42 assembled fro kist and 110 produced in Turkey; 44 F-16C Block-30 and 116 F-16C Block-40 version; incl 24 F-16D"
"Turkey","4800.0","FIM-92 Stinger","Portable SAM","1986.0","1993-2004","4800","Part of 'European Stinger Production Programme'; from FRG production line; incl production of components in Turkey; FIM-92A and FIM-92C version"
"Turkey","1698.0","AIFV","IFV","1988.0","1990-2000","1698","Part of $1.1 b deal (offsets $705 m incl production in Turkey); incl 20 and components for 285 from Belgian/Dutch production line; incl 830 AAPC APC, 48 ATV anti-tank and 170 AMV 81mm mortar carrier versions"
"Turkey","40.0","F-16C Block-50/52","FGA aircraft","1992.0","1996-1998","40","First part of $2.8 b 'Peace Onyx-2' deal (financed by 'Turkish Defence Fund' with aid aid from USA, UAE, Saudi Arabia and Kuwait as reward for Turkish participation in 1990-91 Gulf War); F-16C Block-50 version"
"Turkey","40.0","F-16C Block-50/52","FGA aircraft","1994.0","1998-1999","40","Second part of $2.8 b 'Peace Onyx-2' deal (financed by 'Turkish Defence Fund' with aid aid from USA, UAE, Saudi Arabia and Kuwait as reward for Turkish participation in 1990-91 Gulf War); F-16C Block-50 version"
"Turkey","551.0","AIFV-APC","APC","2000.0","2001-2004","551","$338 m deal; incl 81mm mortar carrier version"
"Turkey","4.0","Boeing-737 AEW&C","AEW&C aircraft","2002.0","2014-2015","4","$1 b 'Peace Eagle' programme ($500-930 m offsets incl production of components and assembly of 3 in Turkey; originally $1.5 b but reduced with $500 m penalties for delayed delivery from 2007 to 2014-2015); option on 2 more"
"Turkey","30.0","F-16C Block-50/52","FGA aircraft","2007.0","2011-2012","30","$1.8 b 'Peace Onyx-4' deal; F-16C Block-50+ version; incl 16 F-16D"
"Turkey","100.0","T-800","Turboshaft","2008.0","2016-2017","36","$96 m deal; CTS-800-4A version; for 50 A-129 (T-129) combat helicopters from Italy; option on 40 more"
"Turkey","400.0","RIM-162 ESSM","SAM","2009.0","2011-2016","346","For Perry (Gaziantep or Gabya) and MEKO-200 frigates; incl production of components in Turkey (as part of NATO Sea Sparrow Consortium)"
"Turkey","18.0","T-800","Turboshaft","2010.0","2014","18","For 9 A-129C combat helicopters from Italy"
"Turkey","100.0","F-35A JSF","FGA aircraft","2014.0","","","$11-16 b deal (incl production of components in Turkey to 50% of value of deal); up to 100 planned of which 14 ordered by end-2016; delivery planned 2018-2030"
"Turkey","69.0","S-70/UH-60L","Helicopter","2014.0","","","$3.5 b 'H-27' of 'TUHP 'programme (incl 40 more for police and other government agencies); T-70i version; delivery planned from 2021"
"Turkey","2120.0","AVDS-1790","Diesel engine","1982.0","1983-1993","2120","For modernization od 2120 M-48 tanks to M-48A5T1 (M-48A5) version; AVDS-1790-2D version"
"Turkey","320.0","AIM-7F Sparrow","BVRAAM","1983.0","1986-1990","320",""
"Turkey","15.0","Bell-205/UH-1H","Helicopter","1985.0","1988-1990","15","$33 m deal; assembled from kits in Turkey"
"Turkey","3.0","HR-3000 HADR","Air search radar","1985.0","1987-1990","3","Part of NATO 'NADGE' air survaillance network"
"Turkey","80.0","AIM-7F Sparrow","BVRAAM","1987.0","1990-1991","80","For F-4E combat aircraft"
"Turkey","15.0","Bell-205/UH-1H","Helicopter","1988.0","1991-1993","15","$35 m deal; assembled from kits in Turkey"
"Turkey","15.0","M-270 MLRS 227mm","Self-propelled MRL","1988.0","1989-1992","15",""
"Turkey","2000.0","6V-53","Diesel engine","1990.0","1991-2008","2000","For modernization of some 2000 M-113 APC to M-113A2T2"
"Turkey","40.0","AAQ-13 LANTIRN","Combat ac radar","1990.0","1994-1996","40","For F-16C combat aircraft"
"Turkey","20.0","AAQ-14 LANTIRN","Aircraft EO system","1990.0","1994-1996","20","For F-16C combat aircraft"
"Turkey","5.0","AH-1W SuperCobra","Combat helicopter","1990.0","1990","5","Originally produced for US but sold to Turkey for fast delivery; for use against PKK rebels"
"Turkey","310.0","AIM-9M Sidewinder","AIM-9S","1990.0","1993-1995","310","$30 m deal; AIM-9S version"
"Turkey","4.0","DE-1160","ASW sonar","1990.0","1995-2000","4","For 4 MEKO-200T2 (Barbaros) frigates from FRG"
"Turkey","3.0","Gulfstream-4","Light transport ac","1990.0","1991-1993","3",""
"Turkey","5.0","King Air","Light transport ac","1990.0","1991","5","Incl for VIP transport"
"Turkey","8.0","LM-2500","Gas turbine","1990.0","1995-2000","8","For 4 MEKO-200T2 (Barbaros) frigates from FRG"
"Turkey","250.0","M-113","APC","1990.0","1992-1993","250","Second-hand; M-113A2 version; 'CFE Cascade' aid"
"Turkey","2.0","Mk-29 IBPDMS","Naval SAM system","1990.0","1995-1996","2","For 2 MEKO-200 (Barabaros) frigates from FRG"
"Turkey","2.0","Mk-45 127mm","Naval gun","1990.0","1995-1996","2","For 2 MEKO-200T-2 (Barbaros) frigates from FRG"
"Turkey","750.0","Mk-46 Mod-5 NEARTIP","ASW torpedo","1990.0","1991-2005","750","For MEKO-200, Perry and Knox frigates, S-70B and AB-212ASW helicopters and CN-235 ASW aircraft"
"Turkey","40.0","RGM-84 Harpoon","Anti-ship missile","1990.0","1995-1996","40","$62 m deal"
"Turkey","6.0","S-70/UH-60A","Helicopter","1990.0","1990","6","$68 m deal; incl 2 for VIP transport; for police; S-70A-17 version; Turkish designation Karaku"
"Turkey","274.0","AGM-65 Maverick","ASM","1991.0","1993-1995","274","No. could be 350"
"Turkey","5.0","C-130B Hercules","Transport aircraft","1991.0","1991-1992","5","Second-hand; aid"
"Turkey","104.0","CT7","Turboprop","1991.0","1992-1998","104","For 52 CN-235 transport aircraft from Spain; CT-7-9C3 version"
"Turkey","150.0","Dragoon","APC","1991.0","1997-1999","150","Probably for Gendarmerie; incl 80 Patroller-2 internal security version"
"Turkey","40.0","F-4E Phantom-2","FGA aircraft","1991.0","1991-1993","40","Second-hand; aid"
"Turkey","469.0","FIM-92 Stinger","Portable SAM","1991.0","1992","469","$33 m deal (incl 150 launchers)"
"Turkey","72.0","M-110A2 203mm","Self-propelled gun","1991.0","1992-1993","72","Second-hand; 'CFE Cascade' programme"
"Turkey","274.0","M-60A1 Patton-2","Tank","1991.0","1992-1994","274","Second-hand; 'CFE Cascade' aid"
"Turkey","658.0","M-60A3 Patton-2","Tank","1991.0","1992-1993","658","Second-hand; 'CFE Cascade' aid"
"Turkey","10.0","R-22","Light helicopter","1991.0","1992","10","For Army; for training"
"Turkey","30.0","RGM-84 Harpoon","Anti-ship missile","1991.0","1996-1997","30","For FPB-57 (Yildiz) FAC"
"Turkey","3.0","T-38A Talon","Trainer aircraft","1991.0","1993","3","Second-hand; $0.8 m deal"
"Turkey","1.0","TPS-77","Air search radar","1991.0","1993","1","$15 m deal"
"Turkey","14.0","AH-1S Cobra","Combat helicopter","1992.0","1992-1993","14","Second-hand AH-1P version; incl for use against PKK rebels"
"Turkey","5.0","AH-1W SuperCobra","Combat helicopter","1992.0","1993-1994","5","$110 m deal; incl for use against PKK rebels"
"Turkey","200.0","AIM-9M Sidewinder","AIM-9S","1992.0","1996-1997","200","$23 m deal; possibly AIM-9S version"
"Turkey","6.0","Cessna-337/O-2","Light aircraft","1992.0","1993","6","Second-hand Army"
"Turkey","124.0","Commando V-150","APC","1992.0","1992-1994","124","Deal worth $29-40 m; V-150S version; for police; incl 20 with water cannon"
"Turkey","45.0","S-70/UH-60A","Helicopter","1992.0","1993-1994","45","S-70A-28 version; incl for police; Turkish designation Karaku"
"Turkey","40.0","T-38A Talon","Trainer aircraft","1992.0","1993","40","Second-hand; $11 m deal"
"Turkey","5.0","TPQ-36 Firefinder","Arty locating radar","1992.0","1995-1997","5","Deal worth $28 m"
"Turkey","2.0","TPS-77","Air search radar","1992.0","1994-1995","2",""
"Turkey","80.0","AGM-65 Maverick","ASM","1993.0","1995-1996","80",""
"Turkey","100.0","AGM-88 HARM","ARM","1993.0","1994-1995","100","For F-16C combat aircraft"
"Turkey","16.0","AH-1S Cobra","Combat helicopter","1993.0","1994-1995","16","Second-hand; 'Southern Region Amendment' aid programme; AH-1P version; incl 4 TAH-1P version; incl for use against PKK rebels"
"Turkey","138.0","AIM-120B AMRAAM","BVRAAM","1993.0","1997-1999","138","For F-16C combat aircraft"
"Turkey","4.0","Knox","Frigate","1993.0","1993","4","Second-hand; lease (until bought in 1998); Turkish designation Tepe"
"Turkey","4.0","Knox","Frigate","1993.0","1994","4","Second-hand; 5-year lease (bought after lease ended 1998); Turkish designation Tepe"
"Turkey","1.0","Mk-15 Phalanx","CIWS","1993.0","1995","1","For 1 Akar support ship produced in Turkey"
"Turkey","1.0","MX-7","Light aircraft","1993.0","1993","1","For Navy"
"Turkey","32.0","RGM-84 Harpoon","Anti-ship missile","1993.0","1993","32","For Knox (Tepe) frigates"
"Turkey","50.0","RGM-84 Harpoon","Anti-ship missile","1993.0","1997-2001","50","UGM-84 version for Type-209/1400 (Preveze) submarines"
"Turkey","32.0","RGM-84 Harpoon","Anti-ship missile","1993.0","1994","32","Part of $170 m deal; for Knox (Tepe) frigates"
"Turkey","50.0","RGM-84 Harpoon","Anti-ship missile","1993.0","1998-2000","50","For Kilic FAC"
"Turkey","40.0","AIM-7P Sparrow","BVRAAM","1994.0","1996-2000","40","For MEKO-200T-2 (Barbaros) frigates; RIM-7P Sea Sparrow (SAM) version"
"Turkey","500.0","AIM-9M Sidewinder","AIM-9S","1994.0","1998-1999","500","$55 m deal (incl 30 training missiles); AIM-9S version"
"Turkey","6.0","Gnat","UAV","1994.0","1995","6","$6-20 m deal (incl 2 control stations)"
"Turkey","7.0","KC-135 Stratotanker","Tanker/transport ac","1994.0","1997-1998","7","Second-hand but modernized to KC-135R before delivery"
"Turkey","2.0","Mk-41","Naval SAM system","1994.0","1998-2000","2","For 2 MEKO-200 (Barbaros) frigates from FRG"
"Turkey","2.0","Mk-45 127mm","Naval gun","1994.0","1998-2000","2","For 2 MEKO-200T-2 (Barbaros) frigates from FRG"
"Turkey","126.0","AIM-7E Sparrow","BVRAAM","1995.0","1995-1996","126","Second-hand; aid"
"Turkey","686.0","BGM-71 TOW","Anti-tank missile","1995.0","1996","686","Designation uncertain"
"Turkey","13.0","Blindfire","Fire control radar","1995.0","1996","13","Second-hand; aid; for use with Rapier SAM systems"
"Turkey","16.0","Gnat","UAV","1995.0","1995-1996","16","I-Gnat version"
"Turkey","2.0","KC-135 Stratotanker","Tanker/transport ac","1995.0","1995","2","Second-hand; lease"
"Turkey","100.0","Paveway","Guided bomb","1995.0","1996","100","Paveway-2 version"
"Turkey","3.0","Perry","Frigate","1995.0","1998","3","Second-hand; incl 2 'SAP' aid and 1 lease (until 2001 when transferred as aid); Turkish designation Gaziantep"
"Turkey","14.0","Rapier","SAM system","1995.0","1996","14","Second-hand; aid"
"Turkey","515.0","Rapier-1","SAM","1995.0","1996","515","Second-hand; aid"
"Turkey","16.0","RGM-84 Harpoon","Anti-ship missile","1995.0","2002","16","$15 m deal; for MEKO-200T-2 (Barbaros) frigate"
"Turkey","72.0","MGM-140A ATACMS","SSM","1996.0","1998","72","$48 m deal"
"Turkey","400.0","RIM-66B Standard-1MR","SAM","1996.0","1998-2003","400","Second-hand; probably all aid; for Perry frigates"
"Turkey","5.0","MPQ-64 Sentinel","Air search radar","1997.0","1999-2001","5","For use with FIM-92 SAMs"
"Turkey","18.0","CT7","Turboprop","1998.0","2013-2014","18","For 6 CN-235D/K ASW and 3 CN-235 MP aircraft from Spain"
"Turkey","80.0","Dragoon","APC","1998.0","2002-2004","80","Part of $45 m deal; for police"
"Turkey","2.0","Gnat","UAV","1998.0","1998","2","I-Gnat version"
"Turkey","25.0","M-578","ARV","1998.0","1999","25","Second-hand; aid"
"Turkey","2.0","Perry","Frigate","1998.0","1999-2000","2","Second-hand (1 more delivered for spare parts only); Turkish designation Gaziantep"
"Turkey","8.0","S-70B/SH-60B Seahawk","ASW helicopter","1998.0","2002","8","S-70B-28 version"
"Turkey","84.0","AGM-114K HELLFIRE","Anti-tank missile","1999.0","2000-2001","84","$6.7 m deal; AGM-114M version; for anti-ship role; for S-70B helicopters; bought after Norwegian refused to sell Penguin"
"Turkey","50.0","S-70/UH-60L","Helicopter","1999.0","1999-2002","50","$561 m deal (offsets $110 m); originally ordered 1992, but deal suspended 1994-1999 for financial reasons and as reaction to US policy towards Turkish actions against Kurds; S-70A-28 and S-70A-28D versions; Turkish designation Karaku"
"Turkey","72.0","AGM-114K HELLFIRE","Anti-tank missile","2000.0","2001-2002","72","For Bell-209/AH-1W helicopters"
"Turkey","1.0","Perry","Frigate","2000.0","2000","1","Second-hand; $29 m deal; Turkish designation Gaziantep"
"Turkey","1.0","Perry","Frigate","2001.0","2002","1","Second-hand; Turkish designation Gaziantep"
"Turkey","144.0","AGM-114K HELLFIRE","Anti-tank missile","2002.0","2003-2004","144","For Bell-209/AH-1W helicopters"
"Turkey","8.0","I-HAWK","SAM system","2002.0","2005","8","Second-hand; $100 m deal; modernized (partly in Norway) to I-HAWK PIP-3 before delivery"
"Turkey","175.0","MIM-23B HAWK","SAM","2002.0","2005","175","Second-hand; aid"
"Turkey","8.0","MPQ-64 Sentinel","Air search radar","2002.0","2005","8","For use with 8 modernized I-HAWK SAM systems"
"Turkey","1.0","Perry","Frigate","2002.0","2003","1","Second-hand; Turkish designation Gaziantep"
"Turkey","2.0","S-70/UH-60L","Helicopter","2003.0","2004","2","$27 m deal; Turkish designation Karaku"
"Turkey","163.0","APG-68","Combat ac radar","2005.0","2009-2015","163","Part of $1.1 b 'Peace Onyx-3' modernization of 163 Turkish F-16C combat aircraft; APG-68(V)9 version"
"Turkey","398.0","JDAM","Guided bomb","2005.0","2007-2009","398",""
"Turkey","4.0","Mk-41","Naval SAM system","2005.0","2013-2014","4","For 'Genesis' modernization of 4 Perry (Gabya) frigates"
"Turkey","104.0","AGM-154 JSOW","Guided bomb","2006.0","2007-2008","104","$35 m deal; incl 50 AGM-154A-1 and 54 AGM-154C version"
"Turkey","50.0","AGM-84H SLAM-ER","ASM","2006.0","2011","50","For F-16 combat aircraft"
"Turkey","127.0","AIM-9X Sidewinder","SRAAM","2006.0","2008","127","$36 m deal"
"Turkey","100.0","CBU-97 SFW","Guided bomb","2006.0","2007-2008","100","CBU-105 and CBU-103 version"
"Turkey","17.0","S-70B/SH-60B Seahawk","ASW helicopter","2006.0","2012-2014","17","Part of $500 m deal (mainly financed with US loan; offsets 50%); delivery delayed from 2009-2010"
"Turkey","2.0","LM-2500","Gas turbine","2007.0","2011-2013","2","For 2 MilGem (Ada) frigates produced in Turkey"
"Turkey","60.0","RIM-116A RAM","SAM","2007.0","2011-2013","60","For MilGem (Ada) frigates"
"Turkey","107.0","AIM-120C AMRAAM","BVRAAM","2008.0","2013-2014","107","Possibly $157 m deal; AIM-120C-7 version"
"Turkey","25.0","RGM-84L Harpoon-2","Anti-ship MI/SSM","2008.0","2011","25",""
"Turkey","30.0","AAQ-13 LANTIRN","Combat ac radar","2009.0","2011-2012","30",""
"Turkey","30.0","AAQ-33 Sniper","Aircraft EO system","2009.0","2011-2012","30",""
"Turkey","46.0","Cessna-180 Skywagon","Light aircraft","2009.0","2009-2010","46","Cessna-T182T Skylane version; for training"
"Turkey","468.0","ISC","Diesel engine","2009.0","2010-2015","468","For 468 Navigator (BMC-350) APC from Israel; designation uncertain (reported as 350hp Cummins diesel)"
"Turkey","100.0","Mk-54 MAKO","ASW torpedo","2009.0","2012-2014","100","$105 m deal"
"Turkey","3.0","AH-1W SuperCobra","Combat helicopter","2011.0","2012","3","Second-hand"
"Turkey","6.0","CH-47F Chinook","Transport helicopter","2011.0","2016","6","$400 m deal"
